"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"3550",3550,20140117,"WellR06-C08H2B_day15",96.4291,425,195,8.731319031,0.806506527,"SKMEL5","PLX4720",8
"3561",3561,20140117,"WellR06-C08H2B_day8",0,44,196,5.459431619,0,"SKMEL5","PLX4720",8
"3562",3562,20140117,"WellR06-C08H2B_day9",5.6297,48,196,5.584962501,0.125530882,"SKMEL5","PLX4720",8
"3563",3563,20140117,"WellR06-C08H2B_day10",25.8436,55,196,5.781359714,0.321928095,"SKMEL5","PLX4720",8
"3564",3564,20140117,"WellR06-C08H2B_day11",29.2019,47,196,5.554588852,0.095157233,"SKMEL5","PLX4720",8
"3565",3565,20140117,"WellR06-C08H2B_day12",49.7989,48,196,5.584962501,0.125530882,"SKMEL5","PLX4720",8
"3566",3566,20140117,"WellR06-C08H2B_day13",58.5055,44,196,5.459431619,0,"SKMEL5","PLX4720",8
"3567",3567,20140117,"WellR06-C08H2B_day14",71.1322,44,196,5.459431619,0,"SKMEL5","PLX4720",8
"3568",3568,20140117,"WellR06-C08H2B_day15",96.4291,38,196,5.247927513,-0.211504105,"SKMEL5","PLX4720",8
"3579",3579,20140117,"WellR06-C08H2B_day8",0,60,197,5.906890596,0,"SKMEL5","PLX4720",8
"3580",3580,20140117,"WellR06-C08H2B_day9",5.6297,60,197,5.906890596,0,"SKMEL5","PLX4720",8
"3581",3581,20140117,"WellR06-C08H2B_day10",25.8436,64,197,6,0.093109404,"SKMEL5","PLX4720",8
"3582",3582,20140117,"WellR06-C08H2B_day11",29.2019,64,197,6,0.093109404,"SKMEL5","PLX4720",8
"3583",3583,20140117,"WellR06-C08H2B_day12",49.7989,73,197,6.189824559,0.282933963,"SKMEL5","PLX4720",8
"3584",3584,20140117,"WellR06-C08H2B_day13",58.5055,81,197,6.339850003,0.432959407,"SKMEL5","PLX4720",8
"3585",3585,20140117,"WellR06-C08H2B_day14",71.1322,73,197,6.189824559,0.282933963,"SKMEL5","PLX4720",8
"3586",3586,20140117,"WellR06-C08H2B_day15",96.4291,69,197,6.108524457,0.201633861,"SKMEL5","PLX4720",8
"3597",3597,20140117,"WellR06-C08H2B_day8",0,134,198,7.06608919,0,"SKMEL5","PLX4720",8
"3598",3598,20140117,"WellR06-C08H2B_day9",5.6297,131,198,7.033423002,-0.032666189,"SKMEL5","PLX4720",8
"3599",3599,20140117,"WellR06-C08H2B_day10",25.8436,147,198,7.199672345,0.133583154,"SKMEL5","PLX4720",8
"3600",3600,20140117,"WellR06-C08H2B_day11",29.2019,147,198,7.199672345,0.133583154,"SKMEL5","PLX4720",8
"3601",3601,20140117,"WellR06-C08H2B_day12",49.7989,175,198,7.451211112,0.385121921,"SKMEL5","PLX4720",8
"3602",3602,20140117,"WellR06-C08H2B_day13",58.5055,181,198,7.499845887,0.433756697,"SKMEL5","PLX4720",8
"3603",3603,20140117,"WellR06-C08H2B_day14",71.1322,183,198,7.515699838,0.449610648,"SKMEL5","PLX4720",8
"3604",3604,20140117,"WellR06-C08H2B_day15",96.4291,229,198,7.839203788,0.773114598,"SKMEL5","PLX4720",8
"3615",3615,20140117,"WellR06-C09H2B_day8",0,69,199,6.108524457,0,"SKMEL5","PLX4720",8
"3616",3616,20140117,"WellR06-C09H2B_day9",5.6297,70,199,6.129283017,0.02075856,"SKMEL5","PLX4720",8
"3617",3617,20140117,"WellR06-C09H2B_day10",25.8436,99,199,6.62935662,0.520832163,"SKMEL5","PLX4720",8
"3618",3618,20140117,"WellR06-C09H2B_day11",29.2019,94,199,6.554588852,0.446064395,"SKMEL5","PLX4720",8
"3619",3619,20140117,"WellR06-C09H2B_day12",49.7989,128,199,7,0.891475543,"SKMEL5","PLX4720",8
"3620",3620,20140117,"WellR06-C09H2B_day13",58.5055,132,199,7.044394119,0.935869663,"SKMEL5","PLX4720",8
"3621",3621,20140117,"WellR06-C09H2B_day14",71.1322,141,199,7.139551352,1.031026896,"SKMEL5","PLX4720",8
"3622",3622,20140117,"WellR06-C09H2B_day15",96.4291,157,199,7.294620749,1.186096292,"SKMEL5","PLX4720",8
"3633",3633,20140117,"WellR06-C09H2B_day8",0,70,200,6.129283017,0,"SKMEL5","PLX4720",8
"3634",3634,20140117,"WellR06-C09H2B_day9",5.6297,60,200,5.906890596,-0.222392421,"SKMEL5","PLX4720",8
"3635",3635,20140117,"WellR06-C09H2B_day10",25.8436,62,200,5.95419631,-0.175086707,"SKMEL5","PLX4720",8
"3636",3636,20140117,"WellR06-C09H2B_day11",29.2019,62,200,5.95419631,-0.175086707,"SKMEL5","PLX4720",8
"3637",3637,20140117,"WellR06-C09H2B_day12",49.7989,63,200,5.977279923,-0.152003093,"SKMEL5","PLX4720",8
"3638",3638,20140117,"WellR06-C09H2B_day13",58.5055,60,200,5.906890596,-0.222392421,"SKMEL5","PLX4720",8
"3639",3639,20140117,"WellR06-C09H2B_day14",71.1322,66,200,6.044394119,-0.084888898,"SKMEL5","PLX4720",8
"3640",3640,20140117,"WellR06-C09H2B_day15",96.4291,57,200,5.832890014,-0.296393003,"SKMEL5","PLX4720",8
"3651",3651,20140117,"WellR06-C09H2B_day8",0,38,201,5.247927513,0,"SKMEL5","PLX4720",8
"3652",3652,20140117,"WellR06-C09H2B_day9",5.6297,47,201,5.554588852,0.306661338,"SKMEL5","PLX4720",8
"3653",3653,20140117,"WellR06-C09H2B_day10",25.8436,61,201,5.930737338,0.682809824,"SKMEL5","PLX4720",8
"3654",3654,20140117,"WellR06-C09H2B_day11",29.2019,49,201,5.614709844,0.366782331,"SKMEL5","PLX4720",8
"3655",3655,20140117,"WellR06-C09H2B_day12",49.7989,64,201,6,0.752072487,"SKMEL5","PLX4720",8
"3656",3656,20140117,"WellR06-C09H2B_day13",58.5055,55,201,5.781359714,0.5334322,"SKMEL5","PLX4720",8
"3657",3657,20140117,"WellR06-C09H2B_day14",71.1322,63,201,5.977279923,0.72935241,"SKMEL5","PLX4720",8
"3658",3658,20140117,"WellR06-C09H2B_day15",96.4291,43,201,5.426264755,0.178337241,"SKMEL5","PLX4720",8
"3669",3669,20140117,"WellR06-C09H2B_day8",0,22,202,4.459431619,0,"SKMEL5","PLX4720",8
"3670",3670,20140117,"WellR06-C09H2B_day9",5.6297,21,202,4.392317423,-0.067114196,"SKMEL5","PLX4720",8
"3671",3671,20140117,"WellR06-C09H2B_day10",25.8436,20,202,4.321928095,-0.137503524,"SKMEL5","PLX4720",8
"3672",3672,20140117,"WellR06-C09H2B_day11",29.2019,21,202,4.392317423,-0.067114196,"SKMEL5","PLX4720",8
"3673",3673,20140117,"WellR06-C09H2B_day12",49.7989,12,202,3.584962501,-0.874469118,"SKMEL5","PLX4720",8
"3674",3674,20140117,"WellR06-C09H2B_day13",58.5055,10,202,3.321928095,-1.137503524,"SKMEL5","PLX4720",8
"3675",3675,20140117,"WellR06-C09H2B_day14",71.1322,10,202,3.321928095,-1.137503524,"SKMEL5","PLX4720",8
"3676",3676,20140117,"WellR06-C09H2B_day15",96.4291,4,202,2,-2.459431619,"SKMEL5","PLX4720",8
"3687",3687,20140117,"WellR06-C09H2B_day8",0,162,203,7.339850003,0,"SKMEL5","PLX4720",8
"3688",3688,20140117,"WellR06-C09H2B_day9",5.6297,167,203,7.383704292,0.04385429,"SKMEL5","PLX4720",8
"3689",3689,20140117,"WellR06-C09H2B_day10",25.8436,183,203,7.515699838,0.175849835,"SKMEL5","PLX4720",8
"3690",3690,20140117,"WellR06-C09H2B_day11",29.2019,52,203,5.700439718,-1.639410285,"SKMEL5","PLX4720",8
"3691",3691,20140117,"WellR06-C09H2B_day12",49.7989,44,203,5.459431619,-1.880418384,"SKMEL5","PLX4720",8
"3692",3692,20140117,"WellR06-C09H2B_day13",58.5055,51,203,5.672425342,-1.667424661,"SKMEL5","PLX4720",8
"3693",3693,20140117,"WellR06-C09H2B_day14",71.1322,50,203,5.64385619,-1.695993813,"SKMEL5","PLX4720",8
"3694",3694,20140117,"WellR06-C09H2B_day15",96.4291,58,203,5.857980995,-1.481869008,"SKMEL5","PLX4720",8
"3705",3705,20140117,"WellR06-C10H2B_day8",0,133,204,7.055282436,0,"SKMEL5","PLX4720",8
"3706",3706,20140117,"WellR06-C10H2B_day9",5.6297,129,204,7.011227255,-0.04405518,"SKMEL5","PLX4720",8
"3707",3707,20140117,"WellR06-C10H2B_day10",25.8436,172,204,7.426264755,0.370982319,"SKMEL5","PLX4720",8
"3708",3708,20140117,"WellR06-C10H2B_day11",29.2019,160,204,7.321928095,0.266645659,"SKMEL5","PLX4720",8
"3709",3709,20140117,"WellR06-C10H2B_day12",49.7989,194,204,7.599912842,0.544630407,"SKMEL5","PLX4720",8
"3710",3710,20140117,"WellR06-C10H2B_day13",58.5055,216,204,7.754887502,0.699605067,"SKMEL5","PLX4720",8
"3711",3711,20140117,"WellR06-C10H2B_day14",71.1322,253,204,7.982993575,0.927711139,"SKMEL5","PLX4720",8
"3712",3712,20140117,"WellR06-C10H2B_day15",96.4291,284,204,8.14974712,1.094464684,"SKMEL5","PLX4720",8
"3723",3723,20140117,"WellR06-C10H2B_day8",0,39,205,5.285402219,0,"SKMEL5","PLX4720",8
"3724",3724,20140117,"WellR06-C10H2B_day9",5.6297,36,205,5.169925001,-0.115477217,"SKMEL5","PLX4720",8
"3725",3725,20140117,"WellR06-C10H2B_day10",25.8436,34,205,5.087462841,-0.197939378,"SKMEL5","PLX4720",8
"3726",3726,20140117,"WellR06-C10H2B_day11",29.2019,44,205,5.459431619,0.1740294,"SKMEL5","PLX4720",8
"3727",3727,20140117,"WellR06-C10H2B_day12",49.7989,41,205,5.357552005,0.072149786,"SKMEL5","PLX4720",8
"3728",3728,20140117,"WellR06-C10H2B_day13",58.5055,39,205,5.285402219,0,"SKMEL5","PLX4720",8
"3729",3729,20140117,"WellR06-C10H2B_day14",71.1322,39,205,5.285402219,0,"SKMEL5","PLX4720",8
"3730",3730,20140117,"WellR06-C10H2B_day15",96.4291,33,205,5.044394119,-0.2410081,"SKMEL5","PLX4720",8
"3741",3741,20140117,"WellR06-C10H2B_day8",0,11,206,3.459431619,0,"SKMEL5","PLX4720",8
"3742",3742,20140117,"WellR06-C10H2B_day9",5.6297,4,206,2,-1.459431619,"SKMEL5","PLX4720",8
"3743",3743,20140117,"WellR06-C10H2B_day10",25.8436,11,206,3.459431619,0,"SKMEL5","PLX4720",8
"3744",3744,20140117,"WellR06-C10H2B_day11",29.2019,5,206,2.321928095,-1.137503524,"SKMEL5","PLX4720",8
"3745",3745,20140117,"WellR06-C10H2B_day12",49.7989,5,206,2.321928095,-1.137503524,"SKMEL5","PLX4720",8
"3746",3746,20140117,"WellR06-C10H2B_day13",58.5055,6,206,2.584962501,-0.874469118,"SKMEL5","PLX4720",8
"3747",3747,20140117,"WellR06-C10H2B_day14",71.1322,7,206,2.807354922,-0.652076697,"SKMEL5","PLX4720",8
"3748",3748,20140117,"WellR06-C10H2B_day15",96.4291,7,206,2.807354922,-0.652076697,"SKMEL5","PLX4720",8
"3759",3759,20140117,"WellR06-C11H2B_day8",0,44,207,5.459431619,0,"SKMEL5","PLX4720",8
"3760",3760,20140117,"WellR06-C11H2B_day9",5.6297,43,207,5.426264755,-0.033166864,"SKMEL5","PLX4720",8
"3761",3761,20140117,"WellR06-C11H2B_day10",25.8436,40,207,5.321928095,-0.137503524,"SKMEL5","PLX4720",8
"3762",3762,20140117,"WellR06-C11H2B_day11",29.2019,37,207,5.209453366,-0.249978253,"SKMEL5","PLX4720",8
"3763",3763,20140117,"WellR06-C11H2B_day12",49.7989,46,207,5.523561956,0.064130337,"SKMEL5","PLX4720",8
"3764",3764,20140117,"WellR06-C11H2B_day13",58.5055,37,207,5.209453366,-0.249978253,"SKMEL5","PLX4720",8
"3765",3765,20140117,"WellR06-C11H2B_day14",71.1322,35,207,5.129283017,-0.330148602,"SKMEL5","PLX4720",8
"3766",3766,20140117,"WellR06-C11H2B_day15",96.4291,23,207,4.523561956,-0.935869663,"SKMEL5","PLX4720",8
"3777",3777,20140117,"WellR07-C02H2B_day8",0,106,208,6.727920455,0,"SKMEL5","PLX4720",8
"3778",3778,20140117,"WellR07-C02H2B_day9",5.6297,106,208,6.727920455,0,"SKMEL5","PLX4720",8
"3779",3779,20140117,"WellR07-C02H2B_day10",25.8436,100,208,6.64385619,-0.084064265,"SKMEL5","PLX4720",8
"3780",3780,20140117,"WellR07-C02H2B_day11",29.2019,120,208,6.906890596,0.178970141,"SKMEL5","PLX4720",8
"3781",3781,20140117,"WellR07-C02H2B_day12",49.7989,108,208,6.754887502,0.026967048,"SKMEL5","PLX4720",8
"3782",3782,20140117,"WellR07-C02H2B_day13",58.5055,127,208,6.988684687,0.260764232,"SKMEL5","PLX4720",8
"3783",3783,20140117,"WellR07-C02H2B_day14",71.1322,127,208,6.988684687,0.260764232,"SKMEL5","PLX4720",8
"3784",3784,20140117,"WellR07-C02H2B_day15",96.4291,144,208,7.169925001,0.442004547,"SKMEL5","PLX4720",8
"3795",3795,20140117,"WellR07-C02H2B_day8",0,131,209,7.033423002,0,"SKMEL5","PLX4720",8
"3796",3796,20140117,"WellR07-C02H2B_day9",5.6297,138,209,7.108524457,0.075101455,"SKMEL5","PLX4720",8
"3797",3797,20140117,"WellR07-C02H2B_day10",25.8436,158,209,7.303780748,0.270357747,"SKMEL5","PLX4720",8
"3798",3798,20140117,"WellR07-C02H2B_day11",29.2019,137,209,7.098032083,0.064609081,"SKMEL5","PLX4720",8
"3799",3799,20140117,"WellR07-C02H2B_day12",49.7989,173,209,7.434628228,0.401205226,"SKMEL5","PLX4720",8
"3800",3800,20140117,"WellR07-C02H2B_day13",58.5055,183,209,7.515699838,0.482276837,"SKMEL5","PLX4720",8
"3801",3801,20140117,"WellR07-C02H2B_day14",71.1322,186,209,7.539158811,0.50573581,"SKMEL5","PLX4720",8
"3802",3802,20140117,"WellR07-C02H2B_day15",96.4291,225,209,7.813781191,0.78035819,"SKMEL5","PLX4720",8
"3813",3813,20140117,"WellR07-C04H2B_day8",0,26,210,4.700439718,0,"SKMEL5","PLX4720",8
"3814",3814,20140117,"WellR07-C04H2B_day9",5.6297,26,210,4.700439718,0,"SKMEL5","PLX4720",8
"3815",3815,20140117,"WellR07-C04H2B_day10",25.8436,26,210,4.700439718,0,"SKMEL5","PLX4720",8
"3816",3816,20140117,"WellR07-C04H2B_day11",29.2019,21,210,4.392317423,-0.308122295,"SKMEL5","PLX4720",8
"3817",3817,20140117,"WellR07-C04H2B_day12",49.7989,22,210,4.459431619,-0.2410081,"SKMEL5","PLX4720",8
"3818",3818,20140117,"WellR07-C04H2B_day13",58.5055,21,210,4.392317423,-0.308122295,"SKMEL5","PLX4720",8
"3819",3819,20140117,"WellR07-C04H2B_day14",71.1322,24,210,4.584962501,-0.115477217,"SKMEL5","PLX4720",8
"3820",3820,20140117,"WellR07-C04H2B_day15",96.4291,21,210,4.392317423,-0.308122295,"SKMEL5","PLX4720",8
"3831",3831,20140117,"WellR07-C04H2B_day8",0,65,211,6.022367813,0,"SKMEL5","PLX4720",8
"3832",3832,20140117,"WellR07-C04H2B_day9",5.6297,72,211,6.169925001,0.147557188,"SKMEL5","PLX4720",8
"3833",3833,20140117,"WellR07-C04H2B_day10",25.8436,62,211,5.95419631,-0.068171503,"SKMEL5","PLX4720",8
"3834",3834,20140117,"WellR07-C04H2B_day11",29.2019,56,211,5.807354922,-0.215012891,"SKMEL5","PLX4720",8
"3835",3835,20140117,"WellR07-C04H2B_day12",49.7989,62,211,5.95419631,-0.068171503,"SKMEL5","PLX4720",8
"3836",3836,20140117,"WellR07-C04H2B_day13",58.5055,44,211,5.459431619,-0.562936194,"SKMEL5","PLX4720",8
"3837",3837,20140117,"WellR07-C04H2B_day14",71.1322,49,211,5.614709844,-0.407657969,"SKMEL5","PLX4720",8
"3838",3838,20140117,"WellR07-C04H2B_day15",96.4291,45,211,5.491853096,-0.530514717,"SKMEL5","PLX4720",8
"3849",3849,20140117,"WellR07-C04H2B_day8",0,143,212,7.159871337,0,"SKMEL5","PLX4720",8
"3850",3850,20140117,"WellR07-C04H2B_day9",5.6297,136,212,7.087462841,-0.072408496,"SKMEL5","PLX4720",8
"3851",3851,20140117,"WellR07-C04H2B_day10",25.8436,130,212,7.022367813,-0.137503524,"SKMEL5","PLX4720",8
"3852",3852,20140117,"WellR07-C04H2B_day11",29.2019,126,212,6.977279923,-0.182591413,"SKMEL5","PLX4720",8
"3853",3853,20140117,"WellR07-C04H2B_day12",49.7989,134,212,7.06608919,-0.093782146,"SKMEL5","PLX4720",8
"3854",3854,20140117,"WellR07-C04H2B_day13",58.5055,137,212,7.098032083,-0.061839254,"SKMEL5","PLX4720",8
"3855",3855,20140117,"WellR07-C04H2B_day14",71.1322,112,212,6.807354922,-0.352516415,"SKMEL5","PLX4720",8
"3856",3856,20140117,"WellR07-C04H2B_day15",96.4291,105,212,6.714245518,-0.445625819,"SKMEL5","PLX4720",8
"3867",3867,20140117,"WellR07-C04H2B_day8",0,30,213,4.906890596,0,"SKMEL5","PLX4720",8
"3868",3868,20140117,"WellR07-C04H2B_day9",5.6297,24,213,4.584962501,-0.321928095,"SKMEL5","PLX4720",8
"3869",3869,20140117,"WellR07-C04H2B_day10",25.8436,38,213,5.247927513,0.341036918,"SKMEL5","PLX4720",8
"3870",3870,20140117,"WellR07-C04H2B_day11",29.2019,25,213,4.64385619,-0.263034406,"SKMEL5","PLX4720",8
"3871",3871,20140117,"WellR07-C04H2B_day12",49.7989,23,213,4.523561956,-0.38332864,"SKMEL5","PLX4720",8
"3872",3872,20140117,"WellR07-C04H2B_day13",58.5055,30,213,4.906890596,0,"SKMEL5","PLX4720",8
"3873",3873,20140117,"WellR07-C04H2B_day14",71.1322,20,213,4.321928095,-0.584962501,"SKMEL5","PLX4720",8
"3874",3874,20140117,"WellR07-C04H2B_day15",96.4291,22,213,4.459431619,-0.447458977,"SKMEL5","PLX4720",8
"3885",3885,20140117,"WellR07-C05H2B_day8",0,114,214,6.832890014,0,"SKMEL5","PLX4720",8
"3886",3886,20140117,"WellR07-C05H2B_day9",5.6297,123,214,6.942514505,0.109624491,"SKMEL5","PLX4720",8
"3887",3887,20140117,"WellR07-C05H2B_day10",25.8436,133,214,7.055282436,0.222392421,"SKMEL5","PLX4720",8
"3888",3888,20140117,"WellR07-C05H2B_day11",29.2019,144,214,7.169925001,0.337034987,"SKMEL5","PLX4720",8
"3889",3889,20140117,"WellR07-C05H2B_day12",49.7989,167,214,7.383704292,0.550814278,"SKMEL5","PLX4720",8
"3890",3890,20140117,"WellR07-C05H2B_day13",58.5055,161,214,7.330916878,0.498026864,"SKMEL5","PLX4720",8
"3891",3891,20140117,"WellR07-C05H2B_day14",71.1322,173,214,7.434628228,0.601738213,"SKMEL5","PLX4720",8
"3892",3892,20140117,"WellR07-C05H2B_day15",96.4291,166,214,7.375039431,0.542149417,"SKMEL5","PLX4720",8
"3903",3903,20140117,"WellR07-C06H2B_day8",0,101,215,6.658211483,0,"SKMEL5","PLX4720",8
"3904",3904,20140117,"WellR07-C06H2B_day9",5.6297,99,215,6.62935662,-0.028854863,"SKMEL5","PLX4720",8
"3905",3905,20140117,"WellR07-C06H2B_day10",25.8436,101,215,6.658211483,0,"SKMEL5","PLX4720",8
"3906",3906,20140117,"WellR07-C06H2B_day11",29.2019,101,215,6.658211483,0,"SKMEL5","PLX4720",8
"3907",3907,20140117,"WellR07-C06H2B_day12",49.7989,113,215,6.820178962,0.16196748,"SKMEL5","PLX4720",8
"3908",3908,20140117,"WellR07-C06H2B_day13",58.5055,89,215,6.475733431,-0.182478052,"SKMEL5","PLX4720",8
"3909",3909,20140117,"WellR07-C06H2B_day14",71.1322,84,215,6.392317423,-0.26589406,"SKMEL5","PLX4720",8
"3910",3910,20140117,"WellR07-C06H2B_day15",96.4291,67,215,6.06608919,-0.592122292,"SKMEL5","PLX4720",8
"3921",3921,20140117,"WellR07-C06H2B_day8",0,182,216,7.50779464,0,"SKMEL5","PLX4720",8
"3922",3922,20140117,"WellR07-C06H2B_day9",5.6297,168,216,7.392317423,-0.115477217,"SKMEL5","PLX4720",8
"3923",3923,20140117,"WellR07-C06H2B_day10",25.8436,219,216,7.77478706,0.266992419,"SKMEL5","PLX4720",8
"3924",3924,20140117,"WellR07-C06H2B_day11",29.2019,197,216,7.622051819,0.114257179,"SKMEL5","PLX4720",8
"3925",3925,20140117,"WellR07-C06H2B_day12",49.7989,280,216,8.129283017,0.621488377,"SKMEL5","PLX4720",8
"3926",3926,20140117,"WellR07-C06H2B_day13",58.5055,265,216,8.049848549,0.542053909,"SKMEL5","PLX4720",8
"3927",3927,20140117,"WellR07-C06H2B_day14",71.1322,294,216,8.199672345,0.691877705,"SKMEL5","PLX4720",8
"3928",3928,20140117,"WellR07-C06H2B_day15",96.4291,355,216,8.471675214,0.963880574,"SKMEL5","PLX4720",8
"3939",3939,20140117,"WellR07-C07H2B_day8",0,79,217,6.303780748,0,"SKMEL5","PLX4720",8
"3940",3940,20140117,"WellR07-C07H2B_day9",5.6297,76,217,6.247927513,-0.055853235,"SKMEL5","PLX4720",8
"3941",3941,20140117,"WellR07-C07H2B_day10",25.8436,88,217,6.459431619,0.15565087,"SKMEL5","PLX4720",8
"3942",3942,20140117,"WellR07-C07H2B_day11",29.2019,73,217,6.189824559,-0.113956189,"SKMEL5","PLX4720",8
"3943",3943,20140117,"WellR07-C07H2B_day12",49.7989,73,217,6.189824559,-0.113956189,"SKMEL5","PLX4720",8
"3944",3944,20140117,"WellR07-C07H2B_day13",58.5055,68,217,6.087462841,-0.216317907,"SKMEL5","PLX4720",8
"3945",3945,20140117,"WellR07-C07H2B_day14",71.1322,67,217,6.06608919,-0.237691558,"SKMEL5","PLX4720",8
"3946",3946,20140117,"WellR07-C07H2B_day15",96.4291,65,217,6.022367813,-0.281412935,"SKMEL5","PLX4720",8
"3957",3957,20140117,"WellR07-C07H2B_day8",0,85,218,6.409390936,0,"SKMEL5","PLX4720",8
"3958",3958,20140117,"WellR07-C07H2B_day9",5.6297,71,218,6.14974712,-0.259643817,"SKMEL5","PLX4720",8
"3959",3959,20140117,"WellR07-C07H2B_day10",25.8436,71,218,6.14974712,-0.259643817,"SKMEL5","PLX4720",8
"3960",3960,20140117,"WellR07-C07H2B_day11",29.2019,59,218,5.882643049,-0.526747887,"SKMEL5","PLX4720",8
"3961",3961,20140117,"WellR07-C07H2B_day12",49.7989,71,218,6.14974712,-0.259643817,"SKMEL5","PLX4720",8
"3962",3962,20140117,"WellR07-C07H2B_day13",58.5055,80,218,6.321928095,-0.087462841,"SKMEL5","PLX4720",8
"3963",3963,20140117,"WellR07-C07H2B_day14",71.1322,88,218,6.459431619,0.050040682,"SKMEL5","PLX4720",8
"3964",3964,20140117,"WellR07-C07H2B_day15",96.4291,96,218,6.584962501,0.175571565,"SKMEL5","PLX4720",8
"3975",3975,20140117,"WellR07-C08H2B_day8",0,40,219,5.321928095,0,"SKMEL5","PLX4720",8
"3976",3976,20140117,"WellR07-C08H2B_day9",5.6297,42,219,5.392317423,0.070389328,"SKMEL5","PLX4720",8
"3977",3977,20140117,"WellR07-C08H2B_day10",25.8436,38,219,5.247927513,-0.074000581,"SKMEL5","PLX4720",8
"3978",3978,20140117,"WellR07-C08H2B_day11",29.2019,28,219,4.807354922,-0.514573173,"SKMEL5","PLX4720",8
"3979",3979,20140117,"WellR07-C08H2B_day12",49.7989,35,219,5.129283017,-0.192645078,"SKMEL5","PLX4720",8
"3980",3980,20140117,"WellR07-C08H2B_day13",58.5055,35,219,5.129283017,-0.192645078,"SKMEL5","PLX4720",8
"3981",3981,20140117,"WellR07-C08H2B_day14",71.1322,28,219,4.807354922,-0.514573173,"SKMEL5","PLX4720",8
"3982",3982,20140117,"WellR07-C08H2B_day15",96.4291,26,219,4.700439718,-0.621488377,"SKMEL5","PLX4720",8
"3993",3993,20140117,"WellR07-C09H2B_day8",0,86,220,6.426264755,0,"SKMEL5","PLX4720",8
"3994",3994,20140117,"WellR07-C09H2B_day9",5.6297,80,220,6.321928095,-0.10433666,"SKMEL5","PLX4720",8
"3995",3995,20140117,"WellR07-C09H2B_day10",25.8436,95,220,6.569855608,0.143590854,"SKMEL5","PLX4720",8
"3996",3996,20140117,"WellR07-C09H2B_day11",29.2019,85,220,6.409390936,-0.016873819,"SKMEL5","PLX4720",8
"3997",3997,20140117,"WellR07-C09H2B_day12",49.7989,83,220,6.375039431,-0.051225323,"SKMEL5","PLX4720",8
"3998",3998,20140117,"WellR07-C09H2B_day13",58.5055,87,220,6.442943496,0.016678741,"SKMEL5","PLX4720",8
"3999",3999,20140117,"WellR07-C09H2B_day14",71.1322,88,220,6.459431619,0.033166864,"SKMEL5","PLX4720",8
"4000",4000,20140117,"WellR07-C09H2B_day15",96.4291,64,220,6,-0.426264755,"SKMEL5","PLX4720",8
"4011",4011,20140117,"WellR07-C09H2B_day8",0,118,221,6.882643049,0,"SKMEL5","PLX4720",8
"4012",4012,20140117,"WellR07-C09H2B_day9",5.6297,122,221,6.930737338,0.048094288,"SKMEL5","PLX4720",8
"4013",4013,20140117,"WellR07-C09H2B_day10",25.8436,142,221,7.14974712,0.26710407,"SKMEL5","PLX4720",8
"4014",4014,20140117,"WellR07-C09H2B_day11",29.2019,138,221,7.108524457,0.225881407,"SKMEL5","PLX4720",8
"4015",4015,20140117,"WellR07-C09H2B_day12",49.7989,137,221,7.098032083,0.215389034,"SKMEL5","PLX4720",8
"4016",4016,20140117,"WellR07-C09H2B_day13",58.5055,144,221,7.169925001,0.287281952,"SKMEL5","PLX4720",8
"4017",4017,20140117,"WellR07-C09H2B_day14",71.1322,134,221,7.06608919,0.183446141,"SKMEL5","PLX4720",8
"4018",4018,20140117,"WellR07-C09H2B_day15",96.4291,168,221,7.392317423,0.509674373,"SKMEL5","PLX4720",8
"4029",4029,20140117,"WellR07-C09H2B_day8",0,199,222,7.636624621,0,"SKMEL5","PLX4720",8
"4030",4030,20140117,"WellR07-C09H2B_day9",5.6297,200,222,7.64385619,0.007231569,"SKMEL5","PLX4720",8
"4031",4031,20140117,"WellR07-C09H2B_day10",25.8436,232,222,7.857980995,0.221356375,"SKMEL5","PLX4720",8
"4032",4032,20140117,"WellR07-C09H2B_day11",29.2019,243,222,7.924812504,0.288187883,"SKMEL5","PLX4720",8
"4033",4033,20140117,"WellR07-C09H2B_day12",49.7989,275,222,8.103287808,0.466663188,"SKMEL5","PLX4720",8
"4034",4034,20140117,"WellR07-C09H2B_day13",58.5055,289,222,8.174925683,0.538301062,"SKMEL5","PLX4720",8
"4035",4035,20140117,"WellR07-C09H2B_day14",71.1322,337,222,8.396604781,0.759980161,"SKMEL5","PLX4720",8
"4036",4036,20140117,"WellR07-C09H2B_day15",96.4291,379,222,8.566054038,0.929429418,"SKMEL5","PLX4720",8
"4047",4047,20140117,"WellR07-C09H2B_day8",0,61,223,5.930737338,0,"SKMEL5","PLX4720",8
"4048",4048,20140117,"WellR07-C09H2B_day9",5.6297,63,223,5.977279923,0.046542586,"SKMEL5","PLX4720",8
"4049",4049,20140117,"WellR07-C09H2B_day10",25.8436,52,223,5.700439718,-0.230297619,"SKMEL5","PLX4720",8
"4050",4050,20140117,"WellR07-C09H2B_day11",29.2019,36,223,5.169925001,-0.760812336,"SKMEL5","PLX4720",8
"4051",4051,20140117,"WellR07-C09H2B_day12",49.7989,36,223,5.169925001,-0.760812336,"SKMEL5","PLX4720",8
"4052",4052,20140117,"WellR07-C09H2B_day13",58.5055,38,223,5.247927513,-0.682809824,"SKMEL5","PLX4720",8
"4053",4053,20140117,"WellR07-C09H2B_day14",71.1322,28,223,4.807354922,-1.123382416,"SKMEL5","PLX4720",8
